adm0_name,adm1_name,adm2_name,adm3_name,policy,policy_description,optional,policy_intensity,date_start,date_end,source,access_date,notes
ITA,Lombardy,Lodi,Somaglia,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Bertonico,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Casalpusterlengo,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castelgerundo,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castiglione d'Adda,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Codogno,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Fombio,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Maleo,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Somaglia,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,work_from_home,Encourage employees to either work from home or take holiday/paid leave,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Liguria,All,All,school_closure,All schools (including university) closed.,N,1,02/25/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,Campania,Napoli,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://napoli.repubblica.it/cronaca/2020/02/26/news/coronavirus_a_napoli_scuole_chiuse_fino_a_sabato-249615433/,03/17/2020,
ITA,Sicilia,Palermo,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.blogsicilia.it/palermo/coronavirus-scuole-chiuse-palermo-ordinanza-regione/520347/,03/17/2020,
ITA,P.A. Trento,All,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,P.A. Bolzano,All,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,Friuli Venezia Giulia,All,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,Abruzzo,All,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,Marche,All,All,school_closure,All schools (including university) closed.,N,1,02/26/2020,NA,https://www.repubblica.it/cronaca/2020/02/23/news/coronavirus_scuole_chiuse_e_niente_carnevale_tutti_i_provvedimenti-249355737/,03/17/2020,
ITA,All,All,All,testing_regime,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/26/2020,NA,https://tg24.sky.it/cronaca/2020/02/26/coronavirus-tamponi-solo-su-sintomatici.html,03/17/2020,Found on Wikipedia
ITA,Apulia,Taranto,All,school_closure,All schools (including university) closed.,N,1,02/27/2020,NA,http://www.primocircolotaranto.gov.it/wordpress/ordinanza-n-13-comune-di-taranto-chiusura-scuole-per-le-giornate-del-27-28-e-29-febbraio-2020/,03/17/2020,
ITA,Sicilia,Messina,All,school_closure,All schools (including university) closed.,N,1,02/29/2020,NA,http://www.strettoweb.com/2020/02/coronavirus-messina-scuole/976298/,03/17/2020,
ITA,Emilia-Romagna,All,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Lombardy,All,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Veneto,All,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Marche,Pesaro and Urbino,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Liguria,Savona,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Emilia-Romagna,All,All,school_closure,All schools (including university) closed.,N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Lombardy,All,All,school_closure,All schools (including university) closed.,N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Veneto,All,All,school_closure,All schools (including university) closed.,N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Marche,Pesaro and Urbino,All,school_closure,All schools (including university) closed.,N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Liguria,Savona,All,school_closure,All schools (including university) closed.,N,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Emilia-Romagna,All,All,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, and limiting the number of people in a place of worship.",Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Lombardy,All,All,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, and limiting the number of people in a place of worship.",Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Veneto,All,All,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, and limiting the number of people in a place of worship.",Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Marche,Pesaro and Urbino,All,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, and limiting the number of people in a place of worship.",Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Liguria,Savona,All,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, and limiting the number of people in a place of worship.",Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Emilia-Romagna,All,All,work_from_home,Encourage employees to either work from home or take holiday/paid leave,Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Lombardy,All,All,work_from_home,Encourage employees to either work from home or take holiday/paid leave,Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Veneto,All,All,work_from_home,Encourage employees to either work from home or take holiday/paid leave,Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Marche,Pesaro and Urbino,All,work_from_home,Encourage employees to either work from home or take holiday/paid leave,Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Liguria,Savona,All,work_from_home,Encourage employees to either work from home or take holiday/paid leave,Y,1,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,The three regions were identified in this wiki article: https://www.repubblica.it/politica/2020/03/01/news/coronavirus_misure_governo-249980561/
ITA,Liguria,Savona,All,business_closure,Limiting of restaurant hours,N,0.33,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,
ITA,Emilia-Romagna,All,All,business_closure,Limiting of restaurant hours,N,0.33,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,
ITA,Lombardy,All,All,business_closure,Limiting of restaurant hours,N,0.33,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,
ITA,Veneto,All,All,business_closure,Limiting of restaurant hours,N,0.33,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,
ITA,Marche,Pesaro and Urbino,All,business_closure,Limiting of restaurant hours,N,0.33,03/01/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/15/2020,
ITA,Liguria,Savona,All,school_closure,All schools (including university) closed.,N,1,03/05/2020,NA,https://www.businessinsider.com/ITA-closing-schools-nationwide-amid-coronavirus-outbreak-2020-3,0317/2020,
ITA,All,All,All,home_isolation,People prohibited from leaving home (or neighborhood) regardless of testing status but people are allowed to leave home only for work and health related reasons.,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Alessandria,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.6",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Lombardy,All,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.7",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Asti,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.8",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Modena,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.9",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Novara,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.10",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Parma,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.11",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Marche,Pesaro and Urbino,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.12",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Piacenza,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.13",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Reggio nell'Emilia,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.14",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Rimini,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.15",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Verbano-Cusio-Ossola,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.16",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Vercelli,All,home_isolation,"People prohibited from leaving home (or neighborhood) regardless of testing status if == 1, and People allowed to leave home only for work and health related reasons if == 0.17",N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,All,All,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,https://www.businessinsider.com/ITA-closing-schools-nationwide-amid-coronavirus-outbreak-2020-3,0317/2020,
ITA,Piedmont,Alessandria,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Lombardy,All,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Asti,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Modena,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Novara,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Parma,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Marche,Pesaro and Urbino,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Piacenza,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Reggio nell'Emilia,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Emilia-Romagna,Rimini,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Verbano-Cusio-Ossola,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Vercelli,All,business_closure,Limiting of restaurant hours,N,0.33,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Alessandria,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,All,All,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Lombardy,All,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
ITA,Piedmont,Asti,All,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,03/08/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,
