date,adm0_name,adm1_name,cum_confirmed_cases,active_cases,cum_deaths,cum_recoveries
2020-04-17,China,Guangxi,254,0,2,252
2020-04-18,China,Guangxi,254,0,2,252
2020-01-22,China,Guizhou,1,1,0,0
2020-01-23,China,Guizhou,3,3,0,0
2020-01-24,China,Guizhou,3,3,0,0
2020-01-25,China,Guizhou,4,4,0,0
2020-01-26,China,Guizhou,5,5,0,0
2020-01-27,China,Guizhou,7,7,0,0
2020-01-28,China,Guizhou,9,9,0,0
2020-01-29,China,Guizhou,9,8,0,1
2020-01-30,China,Guizhou,12,11,0,1
2020-01-31,China,Guizhou,29,27,0,2
2020-02-01,China,Guizhou,29,27,0,2
2020-02-02,China,Guizhou,38,36,0,2
2020-02-03,China,Guizhou,46,44,0,2
2020-02-04,China,Guizhou,58,56,0,2
2020-02-05,China,Guizhou,64,54,1,9
2020-02-06,China,Guizhou,71,64,1,6
2020-02-07,China,Guizhou,81,74,1,6
2020-02-08,China,Guizhou,89,81,1,7
2020-02-09,China,Guizhou,99,91,1,7
2020-02-10,China,Guizhou,109,98,1,10
2020-02-11,China,Guizhou,127,109,1,17
2020-02-12,China,Guizhou,133,114,1,18
2020-02-13,China,Guizhou,135,107,1,27
2020-02-14,China,Guizhou,140,111,1,28
2020-02-15,China,Guizhou,143,101,1,41
2020-02-16,China,Guizhou,144,97,1,46
2020-02-17,China,Guizhou,146,88,1,57
2020-02-18,China,Guizhou,146,78,2,66
2020-02-19,China,Guizhou,146,74,2,70
2020-02-20,China,Guizhou,146,72,2,72
2020-02-21,China,Guizhou,146,67,2,77
2020-02-22,China,Guizhou,146,54,2,90
2020-02-23,China,Guizhou,146,42,2,102
2020-02-24,China,Guizhou,146,42,2,102
2020-02-25,China,Guizhou,146,40,2,104
2020-02-26,China,Guizhou,146,40,2,104
2020-02-27,China,Guizhou,146,32,2,112
2020-02-28,China,Guizhou,146,32,2,112
2020-02-29,China,Guizhou,146,32,2,112
2020-03-01,China,Guizhou,146,32,2,112
2020-03-02,China,Guizhou,146,30,2,114
2020-03-03,China,Guizhou,146,30,2,114
2020-03-04,China,Guizhou,146,30,2,114
2020-03-05,China,Guizhou,146,30,2,114
2020-03-06,China,Guizhou,146,30,2,114
2020-03-07,China,Guizhou,146,29,2,115
2020-03-08,China,Guizhou,146,27,2,117
2020-03-09,China,Guizhou,146,21,2,123
2020-03-10,China,Guizhou,146,15,2,129
2020-03-11,China,Guizhou,146,11,2,133
2020-03-12,China,Guizhou,146,7,2,137
2020-03-13,China,Guizhou,146,4,2,140
2020-03-14,China,Guizhou,146,1,2,143
2020-03-15,China,Guizhou,146,1,2,143
2020-03-16,China,Guizhou,146,0,2,144
2020-03-17,China,Guizhou,147,1,2,144
2020-03-18,China,Guizhou,146,0,2,144
2020-03-19,China,Guizhou,146,0,2,144
2020-03-20,China,Guizhou,146,0,2,144
2020-03-21,China,Guizhou,146,0,2,144
2020-03-22,China,Guizhou,146,0,2,144
2020-03-23,China,Guizhou,146,0,2,144
2020-03-24,China,Guizhou,146,0,2,144
2020-03-25,China,Guizhou,146,0,2,144
2020-03-26,China,Guizhou,146,0,2,144
2020-03-27,China,Guizhou,146,0,2,144
2020-03-28,China,Guizhou,146,0,2,144
2020-03-29,China,Guizhou,146,0,2,144
2020-03-30,China,Guizhou,146,0,2,144
2020-03-31,China,Guizhou,146,0,2,144
2020-04-01,China,Guizhou,146,0,2,144
2020-04-02,China,Guizhou,146,0,2,144
2020-04-03,China,Guizhou,146,0,2,144
2020-04-04,China,Guizhou,146,0,2,144
2020-04-05,China,Guizhou,146,0,2,144
2020-04-06,China,Guizhou,146,0,2,144
2020-04-07,China,Guizhou,146,0,2,144
2020-04-08,China,Guizhou,146,0,2,144
2020-04-09,China,Guizhou,146,0,2,144
2020-04-10,China,Guizhou,146,0,2,144
2020-04-11,China,Guizhou,146,0,2,144
2020-04-12,China,Guizhou,146,0,2,144
2020-04-13,China,Guizhou,146,0,2,144
2020-04-14,China,Guizhou,146,0,2,144
2020-04-15,China,Guizhou,146,0,2,144
2020-04-16,China,Guizhou,146,0,2,144
2020-04-17,China,Guizhou,146,0,2,144
2020-04-18,China,Guizhou,146,0,2,144
2020-01-22,China,Hainan,4,4,0,0
2020-01-23,China,Hainan,5,5,0,0
2020-01-24,China,Hainan,8,8,0,0
2020-01-25,China,Hainan,19,19,0,0
2020-01-26,China,Hainan,22,22,0,0
2020-01-27,China,Hainan,33,32,1,0
2020-01-28,China,Hainan,40,39,1,0
2020-01-29,China,Hainan,43,42,1,0
2020-01-30,China,Hainan,46,44,1,1
2020-01-31,China,Hainan,52,50,1,1
2020-02-01,China,Hainan,62,60,1,1
2020-02-02,China,Hainan,64,59,1,4
2020-02-03,China,Hainan,72,67,1,4
2020-02-04,China,Hainan,80,74,1,5
2020-02-05,China,Hainan,99,93,1,5
2020-02-06,China,Hainan,106,97,1,8
2020-02-07,China,Hainan,117,105,2,10
2020-02-08,China,Hainan,124,108,2,14
2020-02-09,China,Hainan,131,109,3,19
2020-02-10,China,Hainan,138,116,3,19
2020-02-11,China,Hainan,144,121,3,20
2020-02-12,China,Hainan,157,126,4,27
2020-02-13,China,Hainan,157,123,4,30
2020-02-14,China,Hainan,159,112,4,43
2020-02-15,China,Hainan,162,119,4,39
2020-02-16,China,Hainan,162,106,4,52
2020-02-17,China,Hainan,163,100,4,59
2020-02-18,China,Hainan,163,80,4,79
2020-02-19,China,Hainan,168,80,4,84
2020-02-20,China,Hainan,168,78,4,86
2020-02-21,China,Hainan,168,69,4,95
2020-02-22,China,Hainan,168,60,4,104
2020-02-23,China,Hainan,168,57,5,106
2020-02-24,China,Hainan,168,47,5,116
2020-02-25,China,Hainan,168,39,5,124
2020-02-26,China,Hainan,168,34,5,129
2020-02-27,China,Hainan,168,32,5,131
2020-02-28,China,Hainan,168,30,5,133
2020-02-29,China,Hainan,168,15,5,148
2020-03-01,China,Hainan,168,14,5,149
2020-03-02,China,Hainan,168,12,5,151
2020-03-03,China,Hainan,168,8,5,155
2020-03-04,China,Hainan,168,5,5,158
2020-03-05,China,Hainan,168,4,6,158
2020-03-06,China,Hainan,168,4,6,158
2020-03-07,China,Hainan,168,4,6,158
2020-03-08,China,Hainan,168,3,6,159
2020-03-09,China,Hainan,168,3,6,159
2020-03-10,China,Hainan,168,3,6,159
2020-03-11,China,Hainan,168,3,6,159
2020-03-12,China,Hainan,168,2,6,160
2020-03-13,China,Hainan,168,2,6,160
2020-03-14,China,Hainan,168,2,6,160
2020-03-15,China,Hainan,168,2,6,160
2020-03-16,China,Hainan,168,1,6,161
2020-03-17,China,Hainan,168,1,6,161
2020-03-18,China,Hainan,168,1,6,161
2020-03-19,China,Hainan,168,1,6,161
2020-03-20,China,Hainan,168,1,6,161
2020-03-21,China,Hainan,168,1,6,161
2020-03-22,China,Hainan,168,1,6,161
2020-03-23,China,Hainan,168,1,6,161
2020-03-24,China,Hainan,168,-6,6,168
2020-03-25,China,Hainan,168,-6,6,168
2020-03-26,China,Hainan,168,-6,6,168
2020-03-27,China,Hainan,168,-6,6,168
2020-03-28,China,Hainan,168,-6,6,168
2020-03-29,China,Hainan,168,-6,6,168
2020-03-30,China,Hainan,168,-6,6,168
2020-03-31,China,Hainan,168,-6,6,168
2020-04-01,China,Hainan,168,-6,6,168
2020-04-02,China,Hainan,168,0,6,162
2020-04-03,China,Hainan,168,0,6,162
2020-04-04,China,Hainan,168,0,6,162
2020-04-05,China,Hainan,168,0,6,162
2020-04-06,China,Hainan,168,0,6,162
2020-04-07,China,Hainan,168,0,6,162
2020-04-08,China,Hainan,168,0,6,162
2020-04-09,China,Hainan,168,0,6,162
2020-04-10,China,Hainan,168,0,6,162
2020-04-11,China,Hainan,168,0,6,162
2020-04-12,China,Hainan,168,0,6,162
2020-04-13,China,Hainan,168,0,6,162
2020-04-14,China,Hainan,168,0,6,162
2020-04-15,China,Hainan,168,0,6,162
2020-04-16,China,Hainan,168,0,6,162
2020-04-17,China,Hainan,168,0,6,162
2020-04-18,China,Hainan,168,0,6,162
2020-01-22,China,Hebei,1,1,0,0
2020-01-23,China,Hebei,1,0,1,0
2020-01-24,China,Hebei,2,1,1,0
2020-01-25,China,Hebei,8,7,1,0
2020-01-26,China,Hebei,13,12,1,0
2020-01-27,China,Hebei,18,17,1,0
2020-01-28,China,Hebei,33,32,1,0
2020-01-29,China,Hebei,48,47,1,0
2020-01-30,China,Hebei,65,64,1,0
2020-01-31,China,Hebei,82,81,1,0
2020-02-01,China,Hebei,96,95,1,0
2020-02-02,China,Hebei,104,100,1,3
2020-02-03,China,Hebei,113,109,1,3
2020-02-04,China,Hebei,126,121,1,4
2020-02-05,China,Hebei,135,128,1,6
2020-02-06,China,Hebei,157,143,1,13
2020-02-07,China,Hebei,172,149,1,22
2020-02-08,China,Hebei,195,164,1,30
2020-02-09,China,Hebei,206,170,2,34
2020-02-10,China,Hebei,218,175,2,41
2020-02-11,China,Hebei,239,189,2,48
2020-02-12,China,Hebei,251,195,2,54
2020-02-13,China,Hebei,265,194,3,68
2020-02-14,China,Hebei,283,193,3,87
2020-02-15,China,Hebei,291,187,3,101
2020-02-16,China,Hebei,300,192,3,105
2020-02-17,China,Hebei,301,176,3,122
2020-02-18,China,Hebei,306,166,4,136
2020-02-19,China,Hebei,306,150,4,152
2020-02-20,China,Hebei,307,133,5,169
2020-02-21,China,Hebei,308,119,5,184
2020-02-22,China,Hebei,309,100,6,203
2020-02-23,China,Hebei,311,86,6,219
2020-02-24,China,Hebei,311,71,6,234
2020-02-25,China,Hebei,311,57,6,248
2020-02-26,China,Hebei,312,45,6,261
2020-02-27,China,Hebei,317,37,6,274
2020-02-28,China,Hebei,318,35,6,277
2020-02-29,China,Hebei,318,30,6,282
2020-03-01,China,Hebei,318,18,6,294
2020-03-02,China,Hebei,318,16,6,296
2020-03-03,China,Hebei,318,12,6,300
2020-03-04,China,Hebei,318,11,6,301
2020-03-05,China,Hebei,318,8,6,304
2020-03-06,China,Hebei,318,7,6,305
2020-03-07,China,Hebei,318,5,6,307
2020-03-08,China,Hebei,318,5,6,307
2020-03-09,China,Hebei,318,5,6,307
2020-03-10,China,Hebei,318,5,6,307
2020-03-11,China,Hebei,318,5,6,307
2020-03-12,China,Hebei,318,4,6,308
2020-03-13,China,Hebei,318,2,6,310
2020-03-14,China,Hebei,318,2,6,310
2020-03-15,China,Hebei,318,2,6,310
2020-03-16,China,Hebei,318,2,6,310
2020-03-17,China,Hebei,318,2,6,310
2020-03-18,China,Hebei,318,2,6,310
2020-03-19,China,Hebei,318,2,6,310
2020-03-20,China,Hebei,318,2,6,310
2020-03-21,China,Hebei,318,2,6,310
2020-03-22,China,Hebei,319,3,6,310
2020-03-23,China,Hebei,319,3,6,310
2020-03-24,China,Hebei,319,3,6,310
2020-03-25,China,Hebei,319,3,6,310
2020-03-26,China,Hebei,319,3,6,310
2020-03-27,China,Hebei,319,3,6,310
2020-03-28,China,Hebei,319,3,6,310
2020-03-29,China,Hebei,319,3,6,310
2020-03-30,China,Hebei,321,5,6,310
2020-03-31,China,Hebei,321,5,6,310
2020-04-01,China,Hebei,323,7,6,310
2020-04-02,China,Hebei,325,9,6,310
2020-04-03,China,Hebei,326,10,6,310
2020-04-04,China,Hebei,326,10,6,310
2020-04-05,China,Hebei,327,11,6,310
2020-04-06,China,Hebei,327,11,6,310
2020-04-07,China,Hebei,327,9,6,312
2020-04-08,China,Hebei,327,9,6,312
2020-04-09,China,Hebei,327,8,6,313
2020-04-10,China,Hebei,327,8,6,313
2020-04-11,China,Hebei,327,8,6,313
2020-04-12,China,Hebei,327,8,6,313
2020-04-13,China,Hebei,327,8,6,313
2020-04-14,China,Hebei,327,7,6,314
2020-04-15,China,Hebei,327,7,6,314
2020-04-16,China,Hebei,328,7,6,315
2020-04-17,China,Hebei,328,6,6,316
2020-04-18,China,Hebei,328,6,6,316
2020-01-22,China,Heilongjiang,0,0,0,0
2020-01-23,China,Heilongjiang,2,2,0,0
2020-01-24,China,Heilongjiang,4,3,1,0
2020-01-25,China,Heilongjiang,9,8,1,0
2020-01-26,China,Heilongjiang,15,14,1,0
2020-01-27,China,Heilongjiang,21,20,1,0
2020-01-28,China,Heilongjiang,33,32,1,0
2020-01-29,China,Heilongjiang,38,37,1,0
2020-01-30,China,Heilongjiang,44,42,2,0
2020-01-31,China,Heilongjiang,59,57,2,0
2020-02-01,China,Heilongjiang,80,76,2,2
2020-02-02,China,Heilongjiang,95,91,2,2
2020-02-03,China,Heilongjiang,121,117,2,2
2020-02-04,China,Heilongjiang,155,149,2,4
2020-02-05,China,Heilongjiang,190,181,2,7
2020-02-06,China,Heilongjiang,227,216,3,8
2020-02-07,China,Heilongjiang,277,262,3,12
2020-02-08,China,Heilongjiang,295,277,5,13
2020-02-09,China,Heilongjiang,307,287,6,14
2020-02-10,China,Heilongjiang,331,294,7,30
2020-02-11,China,Heilongjiang,360,324,8,28
2020-02-12,China,Heilongjiang,378,339,8,31
2020-02-13,China,Heilongjiang,395,353,9,33
2020-02-14,China,Heilongjiang,419,361,11,47
2020-02-15,China,Heilongjiang,425,346,11,68
2020-02-16,China,Heilongjiang,445,355,11,79
2020-02-17,China,Heilongjiang,457,361,11,85
2020-02-18,China,Heilongjiang,464,342,11,111
2020-02-19,China,Heilongjiang,470,338,12,120
2020-02-20,China,Heilongjiang,476,328,12,136
2020-02-21,China,Heilongjiang,479,292,12,175
2020-02-22,China,Heilongjiang,479,263,12,204
2020-02-23,China,Heilongjiang,480,246,12,222
2020-02-24,China,Heilongjiang,480,241,12,227
2020-02-25,China,Heilongjiang,480,225,12,243
2020-02-26,China,Heilongjiang,480,219,12,249
2020-02-27,China,Heilongjiang,480,197,13,270
2020-02-28,China,Heilongjiang,480,184,13,283
2020-02-29,China,Heilongjiang,480,166,13,301
2020-03-01,China,Heilongjiang,480,125,13,342
2020-03-02,China,Heilongjiang,480,111,13,356
2020-03-03,China,Heilongjiang,480,101,13,366
2020-03-04,China,Heilongjiang,480,94,13,373
2020-03-05,China,Heilongjiang,481,89,13,379
2020-03-06,China,Heilongjiang,481,72,13,396
2020-03-07,China,Heilongjiang,481,65,13,403
2020-03-08,China,Heilongjiang,481,56,13,412
2020-03-09,China,Heilongjiang,481,38,13,430
2020-03-10,China,Heilongjiang,481,34,13,434
2020-03-11,China,Heilongjiang,482,33,13,436
2020-03-12,China,Heilongjiang,482,28,13,441
2020-03-13,China,Heilongjiang,482,23,13,446
2020-03-14,China,Heilongjiang,482,22,13,447
2020-03-15,China,Heilongjiang,482,16,13,453
2020-03-16,China,Heilongjiang,482,14,13,455
2020-03-17,China,Heilongjiang,482,13,13,456
2020-03-18,China,Heilongjiang,482,10,13,459
2020-03-19,China,Heilongjiang,483,10,13,460
2020-03-20,China,Heilongjiang,484,8,13,463
2020-03-21,China,Heilongjiang,484,8,13,463
2020-03-22,China,Heilongjiang,484,5,13,466
2020-03-23,China,Heilongjiang,484,6,13,465
2020-03-24,China,Heilongjiang,484,3,13,468
2020-03-25,China,Heilongjiang,484,3,13,468
2020-03-26,China,Heilongjiang,484,2,13,469
2020-03-27,China,Heilongjiang,484,2,13,469
2020-03-28,China,Heilongjiang,484,2,13,469
2020-03-29,China,Heilongjiang,484,2,13,469
2020-03-30,China,Heilongjiang,484,2,13,469
2020-03-31,China,Heilongjiang,484,2,13,469
2020-04-01,China,Heilongjiang,484,2,13,469
2020-04-02,China,Heilongjiang,488,6,13,469
2020-04-03,China,Heilongjiang,489,7,13,469
2020-04-04,China,Heilongjiang,491,9,13,469
2020-04-05,China,Heilongjiang,504,22,13,469
2020-04-06,China,Heilongjiang,524,42,13,469
2020-04-07,China,Heilongjiang,544,62,13,469
2020-04-08,China,Heilongjiang,569,86,13,470
2020-04-09,China,Heilongjiang,609,126,13,470
2020-04-10,China,Heilongjiang,638,155,13,470
2020-04-11,China,Heilongjiang,661,178,13,470
2020-04-12,China,Heilongjiang,684,201,13,470
2020-04-13,China,Heilongjiang,740,257,13,470
2020-04-14,China,Heilongjiang,819,336,13,470
2020-04-15,China,Heilongjiang,841,358,13,470
2020-04-16,China,Heilongjiang,861,377,13,471
2020-04-17,China,Heilongjiang,872,388,13,471
2020-04-18,China,Heilongjiang,892,407,13,472
2020-01-22,China,Henan,5,5,0,0
2020-01-23,China,Henan,5,5,0,0
2020-01-24,China,Henan,9,9,0,0
2020-01-25,China,Henan,32,32,0,0
2020-01-26,China,Henan,83,82,1,0
2020-01-27,China,Henan,128,127,1,0
2020-01-28,China,Henan,168,167,1,0
2020-01-29,China,Henan,206,203,2,1
2020-01-30,China,Henan,278,274,2,2
2020-01-31,China,Henan,352,347,2,3
2020-02-01,China,Henan,422,417,2,3
2020-02-02,China,Henan,493,481,2,10
2020-02-03,China,Henan,566,548,2,16
2020-02-04,China,Henan,675,646,2,27
2020-02-05,China,Henan,764,715,2,47
2020-02-06,China,Henan,851,793,2,56
2020-02-07,China,Henan,914,825,3,86
2020-02-08,China,Henan,981,861,4,116
2020-02-09,China,Henan,1033,874,6,153
2020-02-10,China,Henan,1073,876,6,191
2020-02-11,China,Henan,1105,880,7,218
2020-02-12,China,Henan,1135,881,8,246
2020-02-13,China,Henan,1169,863,10,296
2020-02-14,China,Henan,1184,816,11,357
2020-02-15,China,Henan,1212,808,13,391
2020-02-16,China,Henan,1231,778,13,440
2020-02-17,China,Henan,1246,721,16,509
2020-02-18,China,Henan,1257,716,19,522
2020-02-19,China,Henan,1262,670,19,573
2020-02-20,China,Henan,1265,609,19,637
2020-02-21,China,Henan,1267,512,19,736
2020-02-22,China,Henan,1270,421,19,830
2020-02-23,China,Henan,1271,384,19,868
2020-02-24,China,Henan,1271,309,19,943
2020-02-25,China,Henan,1271,250,19,1002
2020-02-26,China,Henan,1271,219,19,1033
2020-02-27,China,Henan,1272,184,20,1068
2020-02-28,China,Henan,1272,140,20,1112
2020-02-29,China,Henan,1272,81,21,1170
2020-03-01,China,Henan,1272,52,22,1198
2020-03-02,China,Henan,1272,45,22,1205
2020-03-03,China,Henan,1272,19,22,1231
2020-03-04,China,Henan,1272,16,22,1234
2020-03-05,China,Henan,1272,11,22,1239
2020-03-06,China,Henan,1272,6,22,1244
2020-03-07,China,Henan,1272,6,22,1244
2020-03-08,China,Henan,1272,3,22,1247
2020-03-09,China,Henan,1272,3,22,1247
2020-03-10,China,Henan,1272,3,22,1247
2020-03-11,China,Henan,1273,2,22,1249
2020-03-12,China,Henan,1273,2,22,1249
2020-03-13,China,Henan,1273,2,22,1249
2020-03-14,China,Henan,1273,1,22,1250
2020-03-15,China,Henan,1273,1,22,1250
2020-03-16,China,Henan,1273,1,22,1250
2020-03-17,China,Henan,1273,1,22,1250
2020-03-18,China,Henan,1273,1,22,1250
2020-03-19,China,Henan,1273,1,22,1250
2020-03-20,China,Henan,1273,1,22,1250
2020-03-21,China,Henan,1273,1,22,1250
2020-03-22,China,Henan,1274,2,22,1250
2020-03-23,China,Henan,1274,2,22,1250
2020-03-24,China,Henan,1274,2,22,1250
2020-03-25,China,Henan,1274,2,22,1250
2020-03-26,China,Henan,1275,3,22,1250
2020-03-27,China,Henan,1275,3,22,1250
2020-03-28,China,Henan,1275,2,22,1251
2020-03-29,China,Henan,1276,3,22,1251
2020-03-30,China,Henan,1276,3,22,1251
2020-03-31,China,Henan,1276,3,22,1251
2020-04-01,China,Henan,1276,3,22,1251
2020-04-02,China,Henan,1276,3,22,1251
2020-04-03,China,Henan,1276,3,22,1251
2020-04-04,China,Henan,1276,3,22,1251
2020-04-05,China,Henan,1276,3,22,1251
2020-04-06,China,Henan,1276,2,22,1252
2020-04-07,China,Henan,1276,2,22,1252
2020-04-08,China,Henan,1276,2,22,1252
2020-04-09,China,Henan,1276,2,22,1252
2020-04-10,China,Henan,1276,2,22,1252
2020-04-11,China,Henan,1276,2,22,1252
2020-04-12,China,Henan,1276,1,22,1253
2020-04-13,China,Henan,1276,1,22,1253
2020-04-14,China,Henan,1276,0,22,1254
2020-04-15,China,Henan,1276,0,22,1254
2020-04-16,China,Henan,1276,0,22,1254
2020-04-17,China,Henan,1276,0,22,1254
2020-04-18,China,Henan,1276,0,22,1254
2020-01-22,China,Hong Kong,0,0,0,0
2020-01-23,China,Hong Kong,2,2,0,0
2020-01-24,China,Hong Kong,2,2,0,0
2020-01-25,China,Hong Kong,5,5,0,0
2020-01-26,China,Hong Kong,8,8,0,0
2020-01-27,China,Hong Kong,8,8,0,0
2020-01-28,China,Hong Kong,8,8,0,0
2020-01-29,China,Hong Kong,10,10,0,0
2020-01-30,China,Hong Kong,10,10,0,0
2020-01-31,China,Hong Kong,12,12,0,0
2020-02-01,China,Hong Kong,13,13,0,0
2020-02-02,China,Hong Kong,15,15,0,0
2020-02-03,China,Hong Kong,15,15,0,0
2020-02-04,China,Hong Kong,17,16,1,0
2020-02-05,China,Hong Kong,21,20,1,0
2020-02-06,China,Hong Kong,24,23,1,0
2020-02-07,China,Hong Kong,25,24,1,0
2020-02-08,China,Hong Kong,26,25,1,0
2020-02-09,China,Hong Kong,29,28,1,0
2020-02-10,China,Hong Kong,38,37,1,0
2020-02-11,China,Hong Kong,49,48,1,0
2020-02-12,China,Hong Kong,50,48,1,1
2020-02-13,China,Hong Kong,53,51,1,1
2020-02-14,China,Hong Kong,56,54,1,1
2020-02-15,China,Hong Kong,56,54,1,1
2020-02-16,China,Hong Kong,57,54,1,2
2020-02-17,China,Hong Kong,60,57,1,2
2020-02-18,China,Hong Kong,62,59,1,2
2020-02-19,China,Hong Kong,63,56,2,5
2020-02-20,China,Hong Kong,68,60,2,6
2020-02-21,China,Hong Kong,68,61,2,5
2020-02-22,China,Hong Kong,69,61,2,6
2020-02-23,China,Hong Kong,74,61,2,11
2020-02-24,China,Hong Kong,79,58,2,19
2020-02-25,China,Hong Kong,84,63,2,19
2020-02-26,China,Hong Kong,91,65,2,24
2020-02-27,China,Hong Kong,92,66,2,24
2020-02-28,China,Hong Kong,94,62,2,30
2020-02-29,China,Hong Kong,95,60,2,33
2020-03-01,China,Hong Kong,96,58,2,36
2020-03-02,China,Hong Kong,100,62,2,36
2020-03-03,China,Hong Kong,100,61,2,37
2020-03-04,China,Hong Kong,105,66,2,37
2020-03-05,China,Hong Kong,105,60,2,43
2020-03-06,China,Hong Kong,107,59,2,46
2020-03-07,China,Hong Kong,108,55,2,51
2020-03-08,China,Hong Kong,114,53,3,58
2020-03-09,China,Hong Kong,115,53,3,59
2020-03-10,China,Hong Kong,120,52,3,65
2020-03-11,China,Hong Kong,126,58,3,65
2020-03-12,China,Hong Kong,129,59,3,67
2020-03-13,China,Hong Kong,134,53,4,77
2020-03-14,China,Hong Kong,140,58,4,78
2020-03-15,China,Hong Kong,145,60,4,81
2020-03-16,China,Hong Kong,155,67,4,84
2020-03-17,China,Hong Kong,162,70,4,88
2020-03-18,China,Hong Kong,181,85,4,92
2020-03-19,China,Hong Kong,208,109,4,95
2020-03-20,China,Hong Kong,256,154,4,98
2020-03-21,China,Hong Kong,273,171,4,98
2020-03-22,China,Hong Kong,317,213,4,100
2020-03-23,China,Hong Kong,356,252,4,100
2020-03-24,China,Hong Kong,386,281,4,101
2020-03-25,China,Hong Kong,410,304,4,102
2020-03-26,China,Hong Kong,453,339,4,110
2020-03-27,China,Hong Kong,519,405,4,110
2020-03-28,China,Hong Kong,561,445,4,112
2020-03-29,China,Hong Kong,641,525,4,112
2020-03-30,China,Hong Kong,682,555,4,123
2020-03-31,China,Hong Kong,714,582,4,128
2020-04-01,China,Hong Kong,765,614,4,147
2020-04-02,China,Hong Kong,802,651,4,147
2020-04-03,China,Hong Kong,845,668,4,173
2020-04-04,China,Hong Kong,862,685,4,173
2020-04-05,China,Hong Kong,890,680,4,206
2020-04-06,China,Hong Kong,914,694,4,216
2020-04-07,China,Hong Kong,935,715,4,216
2020-04-08,China,Hong Kong,960,692,4,264
2020-04-09,China,Hong Kong,973,676,4,293
2020-04-10,China,Hong Kong,989,676,4,309
2020-04-11,China,Hong Kong,1000,660,4,336
2020-04-12,China,Hong Kong,1004,640,4,360
2020-04-13,China,Hong Kong,1009,645,4,360
2020-04-14,China,Hong Kong,1012,574,4,434
2020-04-15,China,Hong Kong,1017,554,4,459
2020-04-16,China,Hong Kong,1017,528,4,485
2020-04-17,China,Hong Kong,1021,484,4,533
2020-04-18,China,Hong Kong,1024,452,4,568
2020-01-22,China,Hubei,444,399,17,28
2020-01-23,China,Hubei,444,399,17,28
2020-01-24,China,Hubei,549,494,24,31
2020-01-25,China,Hubei,761,689,40,32
2020-01-26,China,Hubei,1058,964,52,42
2020-01-27,China,Hubei,1423,1302,76,45
2020-01-28,China,Hubei,3554,3349,125,80
2020-01-29,China,Hubei,3554,3341,125,88
2020-01-30,China,Hubei,4903,4651,162,90
2020-01-31,China,Hubei,5806,5461,204,141
2020-02-01,China,Hubei,7153,6736,249,168
2020-02-02,China,Hubei,11177,10532,350,295
2020-02-03,China,Hubei,13522,12722,414,386
2020-02-04,China,Hubei,16678,15677,479,522
2020-02-05,China,Hubei,19665,18483,549,633
2020-02-06,China,Hubei,22112,20677,618,817
2020-02-07,China,Hubei,24953,23139,699,1115
2020-02-08,China,Hubei,27100,24881,780,1439
2020-02-09,China,Hubei,29631,26965,871,1795
2020-02-10,China,Hubei,31728,28532,974,2222
2020-02-11,China,Hubei,33366,29659,1068,2639
2020-02-12,China,Hubei,33366,29612,1068,2686
2020-02-13,China,Hubei,48206,43437,1310,3459
2020-02-14,China,Hubei,54406,48175,1457,4774
2020-02-15,China,Hubei,56249,49030,1596,5623
2020-02-16,China,Hubei,58182,49847,1696,6639
2020-02-17,China,Hubei,59989,50338,1789,7862
2020-02-18,China,Hubei,61682,50633,1921,9128
2020-02-19,China,Hubei,62031,49665,2029,10337
2020-02-20,China,Hubei,62442,48510,2144,11788
2020-02-21,China,Hubei,62662,48637,2144,11881
2020-02-22,China,Hubei,64084,46439,2346,15299
2020-02-23,China,Hubei,64084,46395,2346,15343
2020-02-24,China,Hubei,64287,45044,2495,16748
2020-02-25,China,Hubei,64786,43252,2563,18971
2020-02-26,China,Hubei,65187,41603,2615,20969
2020-02-27,China,Hubei,65596,39572,2641,23383
2020-02-28,China,Hubei,65914,36829,2682,26403
2020-02-29,China,Hubei,66337,34617,2727,28993
2020-03-01,China,Hubei,66907,32610,2761,31536
2020-03-02,China,Hubei,67103,30366,2803,33934
2020-03-03,China,Hubei,67217,28174,2835,36208
2020-03-04,China,Hubei,67332,25904,2871,38557
2020-03-05,China,Hubei,67466,23972,2902,40592
2020-03-06,China,Hubei,67592,22628,2931,42033
2020-03-07,China,Hubei,67666,21207,2959,43500
2020-03-08,China,Hubei,67707,19486,2986,45235
2020-03-09,China,Hubei,67743,18247,3008,46488
2020-03-10,China,Hubei,67760,16993,3024,47743
2020-03-11,China,Hubei,67773,15593,3046,49134
2020-03-12,China,Hubei,67781,14407,3056,50318
2020-03-13,China,Hubei,67786,13171,3062,51553
2020-03-14,China,Hubei,67790,11755,3075,52960
2020-03-15,China,Hubei,67794,10421,3085,54288
2020-03-16,China,Hubei,67798,9557,3099,55142
2020-03-17,China,Hubei,67799,8685,3111,56003
2020-03-18,China,Hubei,67800,7751,3122,56927
2020-03-19,China,Hubei,67800,6988,3130,57682
2020-03-20,China,Hubei,67800,6285,3133,58382
2020-03-21,China,Hubei,67800,5715,3139,58946
2020-03-22,China,Hubei,67800,5214,3153,59433
2020-03-23,China,Hubei,67800,4768,3153,59879
2020-03-24,China,Hubei,67801,4317,3160,60324
2020-03-25,China,Hubei,67801,3827,3163,60811
2020-03-26,China,Hubei,67801,3431,3169,61201
2020-03-27,China,Hubei,67801,2895,3174,61732
2020-03-28,China,Hubei,67801,2526,3177,62098
