adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,policy_intensity,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,Optional,Notes,source,access_date
USA,Delaware,DE,all,all,3/22/2020,business_closure,1,NA,NA,NA,N,all business except essential business closed,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Delaware,DE,all,all,3/22/2020,home_isolation,1,NA,NA,NA,N,ordering Delawareans to stay at home whenever possible,https://news.delaware.gov/2020/03/22/governor-carney-issues-stay-at-home-order-for-delawareans/,3/26/2020
USA,Delaware,DE,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,"all Delaware schools to remain closed through at least Friday, May 15, 2020.",https://news.delaware.gov/2020/03/23/governor-carney-closes-delaware-schools-through-may-15/,3/26/2020
USA,Delaware,DE,all,all,3/24/2020,event_cancel,1,NA,NA,NA,N,"moving Delaware’s presidential primary to June 2, and suspending residential foreclosures and evictions.",https://news.delaware.gov/2020/03/24/governor-carney-moves-presidential-primary-date-to-june-2/,3/26/2020
USA,Florida,FL,all,all,3/1/2020,emergency_declaration,1,NA,NA,NA,NA,public health Emergency,https://www.flgov.com/wp-content/uploads/orders/2020/EO_20-51.pdf,3/14/2020
USA,Florida,FL,all,all,3/2/2020,travel_ban_local,1,NA,NA,NA,N,travel ban for university faculty/students,http://www.fldoe.org/core/fileparse.php/19861/urlt/FCSUpdate-31320.pdf,3/14/2020
USA,Florida,FL,all,all,3/9/2020,emergency_declaration,1,NA,NA,NA,NA,State of emergency,https://www.nga.org/coronavirus/#states,3/14/2020
USA,Florida,FL,all,all,3/11/2020,school_closure,1,NA,NA,NA,Y,university school closure: state school,http://www.fldoe.org/core/fileparse.php/19861/urlt/SUSCOVID03142020.pdf,3/14/2020
USA,Florida,FL,all,all,3/11/2020,no_gathering,1,NA,NA,1000,N,limit gathering size to 1000,http://www.fldoe.org/core/fileparse.php/19861/urlt/FCSUpdate-31320.pdf,3/14/2020
USA,Florida,FL,all,all,3/11/2020,social_distance,0.33,NA,NA,NA,N,self-quarantining for travelers and cruise ship goers,http://www.fldoe.org/core/fileparse.php/19861/urlt/FCSUpdate-31320.pdf,3/14/2020
USA,Florida,FL,all,all,3/13/2020,school_closure,1,NA,NA,NA,N,K-12 school closure - extra week of spring break,http://www.fldoe.org/core/fileparse.php/19861/urlt/Florida-2020-BreakDates.pdf,3/14/2020
USA,Florida,FL,Hillsborough,all,3/13/2020,school_closure,1,NA,NA,NA,N,all schools closed within the county,https://www.hillsboroughcounty.org/residents/public-safety/emergency-management/stay-safe,3/14/2020
USA,Florida,FL,Hillsborough,all,3/13/2020,event_cancel,1,NA,NA,NA,N,cancelled all county govt events and meetings for 30 days,https://www.hillsboroughcounty.org/residents/public-safety/emergency-management/stay-safe,3/14/2020
USA,Florida,FL,all,all,3/17/2020,social_distance,1,NA,NA,NA,N,bars and nightclubs in Florida to close for 30 days and directed restaurants to operate at 50% of their maximum capacity to allow for social distancing.,https://www.usnews.com/news/best-states/florida/articles/2020-03-18/florida-deploys-3-field-hospitals-requests-medical-supplies,3/26/2020
USA,Florida,FL,all,all,3/17/2020,school_closure,1,NA,NA,NA,N,"K-12 public schools until April 15 and announced the suspension of mass campus gatherings, including sports events.",https://www.usnews.com/news/best-states/florida/articles/2020-03-18/florida-deploys-3-field-hospitals-requests-medical-supplies,3/26/2020
USA,Florida,FL,all,all,3/23/2020,travel_ban_local,1,"NY, NJ, CT","NY, NJ, CT",NA,N,"an executive order requiring those who travel to Florida from New York, New Jersey and Connecticut to self-isolate for 14 days upon entering the state.",https://www.flgov.com/wp-content/uploads/2020/03/EO-20-80.pdf,3/26/2020
USA,Georgia,GA,all,all,3/4/2020,social_distance,1,NA,NA,NA,Y,"Governor Kemp ordered most state employees to work from home, but has not shut down the state capitol. He also initiated a “call to order” for schools and daycare, which allows them to shutdown if local administrators are in agreement to do so.",https://www.ajc.com/blog/politics/kemp-urges-elderly-georgians-avoid-big-crowds-amid-coronavirus-outbreak/KUqP1enSjUvUbp7MxEQFHO/,3/17/2020
USA,Georgia,GA,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Kemp issued a public health emergency for the state.,https://41nbc.com/2020/03/13/public-health-emergency-georgia-effective-tomorrow/,3/17/2020
USA,Georgia,GA,all,all,3/17/2020,school_closure,1,NA,NA,NA,N,"all public elementary, secondary, and post-secondary schools to be closed by March 18 through at least March 31.",https://madmimi.com/s/a809601,3/26/2020
USA,Georgia,GA,all,all,3/18/2020,school_closure,1,NA,NA,NA,N,"The Governor ordered all public elementary, secondary, and post-secondary schools to be closed by March 18 through at least March 31.",https://madmimi.com/s/a809601,3/17/2020
USA,Georgia,GA,all,all,3/23/2020,no_gathering,1,NA,NA,10,N,no gathering of more than 10 people in one place,https://gov.georgia.gov/document/2020-executive-order/03232001/download,3/26/2020
USA,Georgia,GA,all,all,3/23/2020,social_distance,0.5,NA,NA,NA,N,"home quarantine, shelter in place for certain populations: those who living in long term nursing, those wiht chronic lung disease, those undergoing cancer treatment. close all bars, remain 6ft apart from anyone when outside",https://gov.georgia.gov/document/2020-executive-order/03232001/download,3/26/2020
USA,Georgia,GA,all,all,3/25/2020,social_distance,1,NA,NA,NA,N,an executive order that adopted emergency rules and waivers with respect to renewal and suspensions of driver’s licenses and identification cards,https://gov.georgia.gov/executive-action/executive-orders/2020-executive-orders,3/30/2020
USA,Guam,GU,all,all,3/15/2020,emergency_declaration,1,NA,NA,NA,NA,govenor announced state of emergency,https://www.postguam.com/news/local/breaking-news-governor-declares-public-health-emergency/pdf_0da68f76-65bd-11ea-ba05-9fb69bf104b6.html,3/26/2020
USA,Guam,GU,all,all,3/16/2020,school_closure,1,NA,NA,NA,N,suspension of schools and school sports,https://sites.google.com/a/gdoe.net/gdoe/Home/covid-19-information,3/26/2020
USA,Guam,GU,all,all,3/18/2020,travel_ban_intl_in,1,NA,Phillipines,NA,N,which instituted COVID-19 Mandatory Quarantine Protocol measures for all incoming travelers from the Philippines effective immediately. Other non-residents attempting to enter Guam not from the Philippines will also be subject to mandatory quarantine unless they have documentation confirming they have not been exposed to COVID-19.,https://ghs.guam.gov/jic-release-no-11-travel-guidance-and-quarantine-protocol-accordance-governor%E2%80%99s-executive-order,3/26/2020
USA,Guam,GU,all,all,3/20/2020,social_distance,0.33,NA,NA,NA,N,"that all public spaces in which people come together for food and beverage, entertainment, recreation, and leisure will be closed until March 30. The order goes into effect March 20.",https://twitter.com/louleonguerrero/status/1240539964946788353,3/26/2020
USA,Guam,GU,all,all,3/23/2020,social_distance,0.67,NA,NA,NA,N,She also ordered all public beaches and parks closed immediately ,https://www.ghs.guam.gov/jic-release-no-30-3-test-positive-covid-19-guidance-relative-executive-order-no-2020-06,3/26/2020
USA,Guam,GU,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,extended school closures until April 13th.,https://www.ghs.guam.gov/jic-release-no-30-3-test-positive-covid-19-guidance-relative-executive-order-no-2020-06,3/26/2020
USA,Guam,GU,all,all,3/26/2020,social_distance,1,NA,NA,NA,N,"The Guam Memorial Hospital Authority suspended viewing of deceased loved ones effective immediately in accordance with the governor’s executive order. The Guam Behavioral Health and Wellness Center (GBHWC) has launched telehealth counseling services for medical professionals, frontline heroes, and first responders during this pandemic. The Governor temporarily suspended parts of the Open Government Law, including the public’s right to attend government meetings.",https://www.ghs.guam.gov/jic-release-no-32-gmha-suspends-viewing-deceased-gbhwc-telehealth-counseling-services-available; https://www.ghs.guam.gov/jic-release-no-32-gmha-suspends-viewing-deceased-gbhwc-telehealth-counseling-services-available; https://www.westhawaiitoday.com/2020/03/26/nation-world-news/guam-governor-suspends-public-meeting-rights-due-to-virus/,3/30/2020
USA,Hawaii,HI,all,all,3/4/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Ige declared a state of emergency for responding to the spread of coronavirus.,https://governor.hawaii.gov/wp-content/uploads/2020/03/2003020-GOV-Emergency-Proclamation_COVID-19.pdf,3/17/2020
USA,Hawaii,HI,all,all,3/17/2020,travel_ban_local,0.5,all islands,all islands,NA,N,"Stopping all non-essential state travel, including inter-island travel. Those who do have to travel will have to go into self-isolation for 14 days.",https://governor.hawaii.gov/newsroom/latest-news/proper-use-of-covid-19-tests-imperative-there-is-a-current-shortage-of-hand-sanitizers-and-toilet-paper-in-hawaii-in-part-because-of-the-publics-over-reaction-to-covid-19-the-hawai/,3/26/2020
USA,Hawaii,HI,all,all,3/17/2020,travel_ban_intl_in,0.5,NA,all,NA,N,"Asking tourists to stay away for at least 30 days, and tour companies should limit or shut down operations immediately. Bolstering screening of cruise ship passengers, with temperature checks and questions about symptoms and recent travel. Airports would also be bolstering their procedures.",https://governor.hawaii.gov/newsroom/latest-news/proper-use-of-covid-19-tests-imperative-there-is-a-current-shortage-of-hand-sanitizers-and-toilet-paper-in-hawaii-in-part-because-of-the-publics-over-reaction-to-covid-19-the-hawai/,3/26/2020
USA,Hawaii,HI,all,all,3/17/2020,social_distance,0.33,NA,NA,NA,N,"Directing all bars and clubs to close. Restaurants should go to take-out only, and tour companies should limit or shut down operations immediately. Directing all movie theaters, visitor attractions and places of worship to close. Closing all state libraries, parks, events at the state capitol building, Aloha Stadium and Hawaii Convention Center.",https://governor.hawaii.gov/newsroom/latest-news/proper-use-of-covid-19-tests-imperative-there-is-a-current-shortage-of-hand-sanitizers-and-toilet-paper-in-hawaii-in-part-because-of-the-publics-over-reaction-to-covid-19-the-hawai/,3/26/2020
USA,Hawaii,HI,all,all,3/19/2020,school_closure,1,NA,NA,NA,N,Hawaii Department of Education to continue school closures in the state and provide alternative meals plans for students.,https://governor.hawaii.gov/newsroom/latest-news/governors-office-gov-iges-statement-on-the-hawai%ca%bbi-department-of-educations-efforts-to-further-help-suppress-the-spread-of-covid-19/,3/26/2020
USA,Hawaii,HI,all,all,3/21/2020,travel_ban_intl_in,1,NA,all,NA,N,"a second supplemental emergency declaration ordering all individuals arriving or returning to the State of Hawaii to a mandatory 14-day self-quarantine. The order states that any individual violating the quarantine may be fined up to 5,000 dollars or imprisoned up to one year, or both.",https://governor.hawaii.gov/newsroom/latest-news/governors-office-news-release-gov-ige-orders-mandatory-14-day-quarantine-for-all-individuals-arriving-or-returning-to-the-state-of-hawai%ca%bbi/,3/26/2020
USA,Hawaii,HI,all,all,3/21/2020,social_distance,0.67,NA,NA,NA,N,visitation to correctional facilities limited,https://governor.hawaii.gov/newsroom/latest-news/psd-news-release-psd-corrections-division-covid-19-information-and-procedure-updates/,3/26/2020
USA,Hawaii,HI,all,all,3/23/2020,home_isolation,1,NA,NA,NA,N,"only essential workplaces and workers are permitted to leave their houses, punishable by fine of $5000",https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,3/25/2020
USA,Hawaii,HI,all,all,3/23/2020,no_gathering,1,NA,NA,10,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.",https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,3/25/2020
USA,Hawaii,HI,all,all,3/23/2020,work_from_home,1,NA,NA,NA,N,"when possible, and if non essential, businesses should work remote",https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,3/25/2020
USA,Hawaii,HI,all,all,3/23/2020,social_distance,1,NA,NA,NA,N,"6 ft distance at all times, separate operating hours for high risk populations",https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,3/25/2020
USA,Hawaii,HI,all,all,3/23/2020,travel_ban_local,1,"travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes","travel restricted to: returning to a place of rsidence from outside state, leave state for a place of residence elsewhere, travel between residences within the state, or to transport children for custody purposes",NA,N,"All individuals who leave their home or place of residence must adhere to social distancing measures recommended by the Centers for Disease Control and Prevention, including remaining at least six feet from people from outside the individual’s household to the extent feasible under the circumstances.",https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,3/25/2020
USA,Hawaii,HI,all,all,3/24/2020,school_closure,1,NA,NA,NA,N,school facilities will remain closed to students through April 30.,https://governor.hawaii.gov/newsroom/latest-news/hidoe-news-release-school-facilities-closed-to-students-through-april-30-with-the-exception-of-grab-and-go-meal-sites/,3/26/2020
USA,Hawaii,HI,all,all,3/24/2020,business_closure,1,NA,NA,NA,N,all business except essential business closed,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Iowa,IA,all,all,3/15/2020,school_closure,1,NA,NA,NA,Y,The Governor recommended Iowa schools close for four weeks.,https://governor.iowa.gov/press-release/gov-reynolds-recommends-iowa-schools-close-for-four-weeks-will-hold-a-press-0,3/17/2020
USA,Iowa,IA,all,all,3/17/2020,social_distance,0.33,NA,NA,NA,N,"The measure closes all restaurants and bars to the public until March 31, excluding take-out and drive thru options.",https://www.kcci.com/article/gov-reynolds-issues-state-of-public-health-disaster/31700874,3/26/2020
USA,Iowa,IA,all,all,3/17/2020,emergency_declaration,1,NA,NA,NA,NA,state of public health disaster emergency,https://www.kcci.com/article/gov-reynolds-issues-state-of-public-health-disaster/31700874,3/26/2020
USA,Iowa,IA,all,all,3/22/2020,social_distance,0.67,NA,NA,NA,N,"The Governor signed a new proclamation continuing the State Public Health Emergency Declaration. Components include: The closure of salons, medical spas, barbershops, tattoo establishments, tanning facilities, massage therapy establishments, and swimming pools until March 31.",https://www.nga.org/coronavirus/#states,3/26/2020
USA,Iowa,IA,all,all,3/25/2020,social_distance,1,NA,NA,NA,N,"suspending elective and nonessential medical and dental procedures, extending and expanding retail business closures, ordering health care facilities and nursing homes to engage in advanced health care screenings, and removing additional legal barriers to ensure a continued strong response to this disaster. ",https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency-0,3/30/2020
USA,Idaho,ID,all,all,3/13/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Little declared a state of emergency.,https://www.idahostatesman.com/news/local/community/boise/article241166821.html,3/17/2020
USA,Idaho,ID,all,all,3/18/2020,social_distance,1,NA,NA,NA,Y,"Take advantage of the many drive-thru, pickup, or delivery options for food. Businesses are stepping up to make these options even more available than before, in order to serve customers and keep people working. Do not visit nursing homes, retirement homes, or long-term care facilities unless to provide critical assistance, but still to find ways to connect with loved ones in these facilities, such as phone, text, Facetime, and others",https://gov.idaho.gov/pressrelease/idaho-adopts-latest-federal-guidance-to-prevent-coronavirus-spread/,3/26/2020
USA,Idaho,ID,all,all,3/18/2020,work_from_home,1,NA,NA,NA,Y,"Work from home whenever possible – UNLESS you work in a critical infrastructure industry, such as healthcare, medicine and food supply",https://gov.idaho.gov/pressrelease/idaho-adopts-latest-federal-guidance-to-prevent-coronavirus-spread/,3/26/2020
USA,Idaho,ID,all,all,3/18/2020,no_gathering,1,NA,NA,10,Y,Avoid social gatherings of more than 10 people,https://gov.idaho.gov/pressrelease/idaho-adopts-latest-federal-guidance-to-prevent-coronavirus-spread/,3/26/2020
USA,Idaho,ID,Blaine,all,3/19/2020,home_isolation,1,NA,NA,NA,N,mandatory isolation order for Blaine County.,https://idahobusinessreview.com/2020/03/20/governor-discloses-community-spread-in-blaine-county/,3/26/2020
USA,Idaho,ID,all,all,3/23/2020,school_closure,1,NA,NA,NA,N,all public school districts and charter schools to immediately start a “soft closure” of all classroom facilities through April 20.,https://idahonews.com/news/coronavirus/idaho-board-of-education-orders-all-public-schools-to-start-soft-closure-due-to-virus,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,home_isolation,1,NA,NA,NA,N,a statewide stay-home order for the state of Idaho.,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,business_closure,1,NA,NA,NA,N,"Non-essential businesses and services will close their physical locations. This includes bars, nightclubs, gyms, recreational facilities, entertainment venues, convention centers, hair and nail salons, and others not included in the “essential” category as defined in the order.",https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,no_gathering,1,NA,NA,0,N,People must limit all non-essential gatherings of any number of individuals outside the household. ,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,transit_suspension,1,NA,NA,NA,N,People must limit public transit unless to provide or obtain essential services. People must limit all discretionary travel.,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,travel_ban_local,1,all,all,NA,N,People must limit all discretionary travel.,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Idaho,ID,all,all,3/25/2020,social_distance,1,NA,NA,NA,N,"When you go for a walk, run, bike ride, or other outdoor recreation near your home, stay 6-feet away from individuals who are not part of your household.",https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,3/26/2020
USA,Illinois,IL,all,all,3/12/2020,school_closure,1,NA,NA,NA,N,"Governor Pritzker announces two-week statewide school closure to minimize covid-19 spread, additional economic measures to reduce burden on Illinois families.",https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21247,3/17/2020
USA,Illinois,IL,all,all,3/12/2020,no_gathering,0.5,NA,NA,1000,N,Governor Pritzker ordered the closure of public events of more than 1000 people for 30 days.,https://www.chicagotribune.com/coronavirus/ct-coronavirus-illinois-state-briefing-thursday-20200312-pq3wcmlc6zetxmptk7l4iwsqey-story.html,3/17/2020
USA,Illinois,IL,all,all,3/16/2020,social_distance,1,NA,NA,NA,N,The Governor announced all restaurants and bars will close for on-site consumption starting at 9 PM on Monday March 16.,https://twitter.com/GovPritzker/status/1239387572884905988,3/17/2020
USA,Illinois,IL,all,all,3/20/2020,business_closure,1,NA,NA,NA,N,only essential businesses allowed to operate,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,travel_ban_intl_out,1,all,NA,NA,N,no travel permitted at all,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,home_isolation,1,NA,NA,NA,N,only essential workplaces and workers are permitted to leave,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,social_distance,1,NA,NA,NA,N,"to the extentt hat people are using outdoor spaces, must remain 6 ft away at all times",https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,no_gathering,1,NA,NA,10,N,no gathering ofno gathering of any size is allowed. gathering within a single household is allowed.,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,transit_suspension,1,NA,NA,10,N,all transit is limited to only essential activities,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Illinois,IL,all,all,3/20/2020,travel_ban_local,1,all,all,0,N,no travel permitted at all,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-10.pdf,3/25/2020
USA,Indiana,IN,all,all,3/6/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Holcomb signed an executive order declaring a public health emergency to increase coordination across all levels of government in the state’s response,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-first-coronavirus-case-declares-public-health-emergency/,3/17/2020
USA,Indiana,IN,all,all,3/12/2020,school_closure,1,NA,NA,NA,Y,"schools provide a 20-day waiver of the required 180 days of instructions,",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,3/26/2020
USA,Indiana,IN,all,all,3/12/2020,social_distance,0.25,NA,NA,NA,N,"nursing homes restrict and screen visitors, and daycare facilities implement social distancing practices. The Indiana Department of Corrections has suspended visitation at all facilities. Those who run senior centers and congregate meal services are advised to consider suspending congregate meals and services and arrange for home delivery. The Governor is also encouraging businesses to utilize telework policies, if available.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,3/26/2020
USA,Indiana,IN,all,all,3/12/2020,work_from_home,1,NA,NA,NA,Y,"The Governor is also encouraging businesses to utilize telework policies, if available.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,3/26/2020
USA,Indiana,IN,all,all,3/12/2020,no_gathering,0.5,NA,NA,250,N,"Governor Holcomb initiated several actions on March 12, including requiring that that non-essential gatherings be limited to 250 people, schools provide a 20-day waiver of the required 180 days of instructions, nursing homes restrict and screen visitors, and daycare facilities implement social distancing practices. The Indiana Department of Corrections has suspended visitation at all facilities. Those who run senior centers and congregate meal services are advised to consider suspending congregate meals and services and arrange for home delivery. The Governor is also encouraging businesses to utilize telework policies, if available.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-new-steps-to-protect-public-from-covid-19/,3/17/2020
USA,Indiana,IN,all,all,3/16/2020,social_distance,0.5,NA,NA,NA,Y,"Communities are encouraged to work together to provide child care options for all who need assistance and delivery services of meals and other necessities for senior citizens. Bars, nightclubs and restaurants are required to close to in-person patrons and may provide take-out and delivery services through the end of March.",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/2020
USA,Indiana,IN,all,all,3/16/2020,no_gathering,1,NA,NA,50,N,Indiana will adhere to CDC guidance for large events and mass gatherings. The guidance recommends canceling or postponing in-person events of more than 50 people during the next eight weeks.,https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/2020
USA,Indiana,IN,all,all,3/16/2020,work_from_home,1,NA,NA,NA,N,"State employees will maximize the use of remote work and meet virtually whenever possible while maintaining operations. Non-essential in-person meetings will be limited to 10 persons or less and should meet virtually whenever possible. High-risk individuals should not attend meetings in person. State employees over the age of 60 with underlying health conditions are advised to work from home, and agencies should identify work that can be accomplished remotely for those individuals. ",https://calendar.in.gov/site/gov/event/gov-holcomb-announces-more-steps-to-slow-the-spread-of-covid-19/,3/17/2020
USA,Indiana,IN,all,all,3/19/2020,school_closure,1,NA,NA,NA,N,"all K-12 schools, both public and private will closure",https://www.in.gov/gov/files/EO_20-05.pdf,3/25/2020
USA,Indiana,IN,all,all,3/20/2020,event_cancel,1,NA,NA,NA,N,Indiana will move its primary election from May 5th to June 2nd.,https://calendar.in.gov/site/gov/event/gov-holcomb-and-secretary-of-state-lawson-announce-primary-election-to-move-to-june-2/,3/26/2020
USA,Indiana,IN,all,all,3/23/2020,social_distance,0.75,NA,NA,NA,N,executive order that ceases in-person dining. an executive order allowing restaurants that have a liquor permit to conduct the sale of alcohol for carryout/delivery.,https://www.in.gov/gov/files/Executive%20Order%2020-10%20(Enforcement%20of%20In-Person%20Dining%20Prohibition).pdf,3/26/2020
USA,Indiana,IN,all,all,3/24/2020,business_closure,1,NA,NA,NA,N,all non-essential businesses must close,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Indiana,IN,all,all,3/24/2020,travel_ban_local,1,all,all,NA,N,no travel unless for essential purposes,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,3/26/2020
USA,Indiana,IN,all,all,3/24/2020,social_distance,1,NA,NA,NA,N,must keep acceptable ocial distances when outdoors,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,3/26/2020
USA,Indiana,IN,all,all,3/24/2020,home_isolation,1,NA,NA,NA,N,all individual must stay home,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,3/26/2020
USA,Kansas,KS,Johnson,all,3/12/2020,no_gathering,0.33,NA,NA,1000,N,"forcing all events with more than 1,000 people to cancel and halting nonessential travel for city employees.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020
USA,Kansas,KS,all,all,3/12/2020,emergency_declaration,1,NA,NA,NA,N,The Governor declared a state of emergency,https://governor.kansas.gov/wp-content/uploads/2020/03/2020-03-12-Proclamation.pdf,3/17/2020
USA,Kansas,KS,all,all,3/12/2020,no_gathering,0.67,NA,NA,50,N,The Governor declared a state of emergency,https://www.kansas.com/news/coronavirus/article241239381.html,3/17/2020
USA,Kansas,KS,Johnson,all,3/12/2020,travel_ban_local,1,NA,NA,NA,N,halting nonessential travel for city employees within the county,https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020
USA,Kansas,KS,all,all,3/15/2020,school_closure,1,NA,NA,NA,Y,"The Governor recommended K-12 school in Kansas close for the week of March 15. To address the long-term discussion of the status of schools, the Kansas State Board of Education will build a comprehensive plan to address the challenges that schools are facing in light of the COVID-19 pandemic.",https://governor.kansas.gov/governor-kelly-recommends-the-kansas-state-department-of-education-temporarily-close-schools-to-implement-comprehensive-education-plan-amidst-covid-19-pandemic/,3/17/2020
USA,Kansas,KS,all,all,3/17/2020,school_closure,1,NA,NA,NA,N,the closure of all K-12 schools in the state until the end of the school year.,https://governor.kansas.gov/governor-kelly-announces-proactive-measures-to-mitigate-spread-of-covid-19-pandemic-in-kansas/,3/26/2020
USA,Kansas,KS,all,all,3/23/2020,work_from_home,1,NA,NA,NA,N,"effective Monday, March 23, that state employees state home for two weeks on administrative leave to minimize additional risk of exposure to the virus.",https://governor.kansas.gov/governor-kelly-announces-proactive-measures-to-mitigate-spread-of-covid-19-pandemic-in-kansas/,3/26/2020
USA,Kansas,KS,all,all,3/24/2020,no_gathering,1,NA,NA,10,N,an executive order limiting mass gathering to 10 people.,https://governor.kansas.gov/governor-kelly-announces-executive-order-to-further-improve-public-safety-regarding-covid-19-pandemic/,3/26/2020
USA,Kansas,KS,all,all,3/24/2020,business_closure,1,NA,NA,NA,N,only essential businesses allowed to operate,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020
USA,Kansas,KS,all,all,3/24/2020,home_isolation,1,NA,NA,NA,N,only essential workplaces and workers are permitted to leave,https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-15-Executed.pdf,3/25/2020
USA,Kentucky,KY,all,all,3/6/2020,emergency_declaration,1,NA,NA,NA,NA,Governor Beshear declared a state of emergency to ensure all state entities have the necessary resources to respond.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,3/17/2020
