adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,optional,notes,source,access_date,intensity_group,intensity_group2,intensity_group3,intensity_group4,intensity_group5
USA,Iowa,IA,all,all,3/22/2020,business_closure,NA,NA,NA,N,"The Governor signed a new proclamation continuing the State Public Health Emergency Declaration. Components include: The closure of salons, medical spas, barbershops, tattoo establishments, tanning facilities, massage therapy establishments, and swimming pools until March 31.",https://www.nga.org/coronavirus/#states,3/26/2020,recreation,,,,
USA,Iowa,IA,all,all,4/6/2020,business_closure,NA,NA,NA,N,"Iowa Gov. Kim Reynolds on Monday expanded business closures to include malls, bowling alleys and playgrounds",https://kwwl.com/2020/04/02/gov-reynolds-extends-closure-of-schools-non-essential-businesses-and-medical-procedures-through-april-30/,4/9/2020,N/A: amendment,,,,
USA,Iowa,IA,all,all,3/17/2020,emergency_declaration,NA,NA,NA,NA,state of public health disaster emergency,https://www.kcci.com/article/gov-reynolds-issues-state-of-public-health-disaster/31700874,3/26/2020,emergency declaration,,,,
USA,Iowa,IA,Polk,Des Moines,3/21/2020,home_isolation,NA,NA,NA,N,"Des Moines Mayor Frank Cownie, in the interest of protecting the health and safety of the community, today urged residents to impose a strict practice of “Stay Home, Stay Healthy” in response to the spread of the coronavirus/COVID-19 pandemic.",https://www.dsm.city/news_detail_T2_R169.php,4/9/2020,opt shelter in place,,,,
USA,Iowa,IA,all,all,4/6/2020,no_gathering,NA,NA,10,N,Gov. Kim Reynolds on Monday instructed police to enforce her order prohibiting gatherings of more than 10 people as the coronavirus pandemic intensified across the state.,https://kwwl.com/2020/04/02/gov-reynolds-extends-closure-of-schools-non-essential-businesses-and-medical-procedures-through-april-30/,4/9/2020,no_gathering_5_49,,,,
USA,Iowa,IA,all,all,3/15/2020,school_closure,NA,NA,NA,N,The Governor recommended Iowa schools close for four weeks.,https://governor.iowa.gov/press-release/gov-reynolds-recommends-iowa-schools-close-for-four-weeks-will-hold-a-press-0,3/17/2020,school closure ,,,,
USA,Iowa,IA,Polk,Des Moines,3/21/2020,social_distance,NA,NA,NA,N,"City Hall, Armory, Municipal Service Center, and Public Works buildings, the Des Moines Wastewater Reclamation Authority (WRA) as well as the office location for the Civil & Human Rights Department until at least April 13, 2020.",https://www.dsm.city/news_detail_T2_R169.php,4/9/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Iowa,IA,all,all,3/25/2020,social_distance,NA,NA,NA,N,"suspending elective and nonessential medical and dental procedures, extending and expanding retail business closures, ordering health care facilities and nursing homes to engage in advanced health care screenings, and removing additional legal barriers to ensure a continued strong response to this disaster. ",https://governor.iowa.gov/press-release/gov-reynolds-signs-new-proclamation-continuing-state-public-health-emergency-0,3/30/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Kansas,KS,all,all,3/24/2020,business_closure,NA,NA,NA,N,only essential businesses allowed to operate,https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Kansas,KS,all,all,3/12/2020,emergency_declaration,NA,NA,NA,N,The Governor declared a state of emergency,https://governor.kansas.gov/wp-content/uploads/2020/03/2020-03-12-Proclamation.pdf,3/17/2020,emergency declaration,,,,
USA,Kansas,KS,all,all,3/30/2020,home_isolation,NA,NA,NA,N,"an executive order instituting a temporary, statewide stay-home order until Sunday, April 19.",https://governor.kansas.gov/wp-content/uploads/2020/03/EO-20-15-Executed.pdf,3/25/2020,mandatory shelter in place,,,,
USA,Kansas,KS,Johnson,all,3/12/2020,no_gathering,NA,NA,1000,N,"forcing all events with more than 1,000 people to cancel and halting nonessential travel for city employees.",https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020,no_gathering_1000,,,,
USA,Kansas,KS,all,all,3/16/2020,no_gathering,NA,NA,50,N,The Governor declared a state of emergency,https://www.kansas.com/news/coronavirus/article241239381.html,5/11/2020,no_gathering_50_99,,,,
USA,Kansas,KS,all,all,3/24/2020,no_gathering,NA,NA,10,N,an executive order limiting mass gathering to 10 people.,https://governor.kansas.gov/governor-kelly-announces-executive-order-to-further-improve-public-safety-regarding-covid-19-pandemic/,3/26/2020,no_gathering_5_49,,,,
USA,Kansas,KS,all,all,3/15/2020,school_closure,NA,NA,NA,Y,"The Governor recommended K-12 school in Kansas close for the week of March 15. To address the long-term discussion of the status of schools, the Kansas State Board of Education will build a comprehensive plan to address the challenges that schools are facing in light of the COVID-19 pandemic.",https://governor.kansas.gov/governor-kelly-recommends-the-kansas-state-department-of-education-temporarily-close-schools-to-implement-comprehensive-education-plan-amidst-covid-19-pandemic/,3/17/2020,school closure ,,,,
USA,Kansas,KS,all,all,3/18/2020,school_closure,NA,NA,NA,N,the closure of all K-12 schools in the state until the end of the school year.,https://governor.kansas.gov/governor-kelly-announces-proactive-measures-to-mitigate-spread-of-covid-19-pandemic-in-kansas/,3/26/2020,school closure ,,,,
USA,Kansas,KS,Johnson,all,3/12/2020,travel_ban_local,NA,NA,NA,N,halting nonessential travel for city employees within the county,https://www.mycouriertribune.com/covid--timeline/article_9d799948-671d-11ea-bb57-dfe928dcdeab.html,3/17/2020,travel ban for govt. employees,,,,
USA,Kansas,KS,all,all,3/23/2020,work_from_home,NA,NA,NA,N,"effective Monday, March 23, that state employees state home for two weeks on administrative leave to minimize additional risk of exposure to the virus.",https://governor.kansas.gov/governor-kelly-announces-proactive-measures-to-mitigate-spread-of-covid-19-pandemic-in-kansas/,3/26/2020,govt employees work from home,,,,
USA,Kentucky,KY,all,all,3/16/2020,business_closure,NA,NA,NA,N,Governor ordered all bars and restaurant and dining rooms to close.,https://www.courier-journal.com/story/news/2020/03/16/coronavirus-kentucky-beshear-orders-restaurants-bars-close/5057062002/,3/17/2020,food/drink closure,,,,
USA,Kentucky,KY,all,all,3/17/2020,business_closure,NA,NA,NA,N,"All public-facing businesses that encourage public congregation or, that by the nature of the service to the public, cannot comply with CDC guidelines concerning social distancing, shall cease all in-person operations. These public-facing businesses that must close include entertainment, hospitality and recreational facilities, community and recreation centers, gyms and exercise facilities, hair salons, nail salons, spas, concert venues, theaters, and sporting event facilities.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=95,3/26/2020,recreation,,,,
USA,Kentucky,KY,all,all,3/22/2020,business_closure,NA,NA,NA,N,"all businesses closed, except essential businesses. all nonessential retailers to close within 24 hours and that he is mandating all elective medical procedures to end.",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Kentucky,KY,all,all,3/24/2020,business_closure,NA,NA,NA,N,all non-life sustaining business to close in-person service.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=103,3/26/2020,all non-essentials,,,,
USA,Kentucky,KY,all,all,3/6/2020,emergency_declaration,NA,NA,NA,NA,Governor Beshear declared a state of emergency to ensure all state entities have the necessary resources to respond.,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=77,3/17/2020,emergency declaration,,,,
USA,Kentucky,KY,all,all,3/26/2020,home_isolation,NA,NA,NA,N,"Gov. Andy Beshear ordered all non-essential businesses to stop operating in-person services by March 26 and urged residents to stay 'healthy at home.' In a news conference on March 27, he clarified that the state's campaign amounted to telling residents to stay home. 'That doesn't mean you need to cower down in your home,' he said. But 'you stay at home, unless you are getting groceries or other supplies that you may need.' ",https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,4/7/2020,mandatory shelter in place,,,,
USA,Kentucky,KY,all,all,3/11/2020,paid_sick_leave,NA,NA,NA,N,"urged more businesses to allow employees to tele-commute and to provide paid sick leave, and asked places of worship to temporarily cancel services.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/2020,opt paid sick leave,,,,
USA,Kentucky,KY,all,all,3/11/2020,religious_closure,NA,NA,NA,Y,asked places of worship to temporarily cancel services,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/2020,religious closure - optional,,,,
USA,Kentucky,KY,all,all,3/16/2020,school_closure,NA,NA,NA,N,school superintendents keep schools closed for in-person classes until at least April 20,https://editproj.sharepoint.com/:x:/r/_layouts/15/Doc.aspx?sourcedoc=%7B1F18D008-F204-4812-A40E-27B0D142F5FC%7D&file=Coronavirus-state-district-closures-3.25.2020-v1.xlsx&action=default&mobileredirect=true,3/20/2020,school closure ,,,,
USA,Kentucky,KY,all,all,3/7/2020,social_distance,NA,NA,NA,Y,"stay home as much as possible, keep away from others that are sick, avoid crowds.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=78,3/17/2020,requires social distancing standards anywhere outside home - optional,,,,
USA,Kentucky,KY,all,all,3/11/2020,social_distance,NA,NA,NA,N,closed all state prisons to visitors,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Kentucky,KY,all,all,3/17/2020,social_distance,NA,NA,NA,N,"All acute care facilities should discourage all visitors except for visits in end-of-life circumstances. The Governor also advised psychiatric facilities to restrict visitation, only allowing it if deemed medically necessary by the attending physician, administrator and the medical director. The Governor recommended personal care homes, assisted living, senior care facilities and intermediate care facilities limit visitation only to loved ones that are receiving end-of-life care.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=95,3/26/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Kentucky,KY,all,all,3/22/2020,social_distance,NA,NA,NA,N,"Gov. Beshear said he previously recommended that all elective medical procedures cease, but said tomorrow he would mandate they stop.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=101,3/25/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Kentucky,KY,all,all,3/26/2020,social_distance,NA,NA,NA,N,mayors and county judge-executives to monitor people gathering in public places such as parks and stop them if people are not practicing social distancing,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=105,3/30/2020,closes outdoor facilities,requires social distancing standards anywhere outside home,,,
USA,Kentucky,KY,all,all,3/30/2020,social_distance,NA,NA,NA,N,"All state parks would be closed for overnight stays; and Move plans forward to convert state fairgrounds in Louisville into a 2,000 hospital makeshift bed.",https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=113,4/7/2020,closes outdoor facilities,,,,
USA,Kentucky,KY,all,all,3/11/2020,travel_ban_local,NA,NA,NA,N,suspended out-of-state travel for state employees,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=85,3/17/2020,travel ban for govt. employees,,,,
USA,Kentucky,KY,all,all,3/27/2020,travel_ban_local,Tennessee,Tennessee,NA,N,residents to avoid crossing into Tennessee to limit their exposure to COVID-19.,https://www.kentucky.com/news/coronavirus/article241580221.html,4/7/2020,limit all non essential out of state travel,,,,
USA,Kentucky,KY,all,all,3/30/2020,travel_ban_local,all,all,NA,N,"an executive order limiting out of state travel for residents of Kentucky, ",https://governor.ky.gov/attachments/20200330_Executive-Order_2020-258_Out-of-State-Travel.pdf,4/7/2020,limit all non essential out of state travel,,,,
USA,Louisiana,LA,all,all,3/17/2020,business_closure,NA,NA,NA,N,"The Governor ordered bars, gyms and movie theaters to close and limited restaurants to delivery and takeout.",https://www.usnews.com/news/best-states/louisiana/articles/2020-03-16/virus-cases-top-100-in-louisiana-as-more-businesses-close,3/17/2020,recreation,food/drink closure,,,
USA,Louisiana,LA,all,all,3/22/2020,business_closure,NA,NA,NA,N,"all businesses closed, except essential businesses",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Louisiana,LA,all,all,3/17/2020,business_closure,NA,NA,NA,N,The Governor ordered limited restaurants to delivery and takeout.,https://www.usnews.com/news/best-states/louisiana/articles/2020-03-16/virus-cases-top-100-in-louisiana-as-more-businesses-close,3/17/2020,food/drink closure,,,,
USA,Louisiana,LA,all,all,3/11/2020,emergency_declaration,NA,NA,NA,NA,Governor Edwards declared a public health emergency to allow state agencies to thoroughly prepare for any eventuality related to public health needs and deploy additional resources to assist local authorities. The declaration also addresses efforts to prevent price gouging and limits state employee travel.,https://gov.louisiana.gov/index.cfm/newsroom/detail/2400,3/17/2020,emergency declaration,,,,
USA,Louisiana,LA,all,all,3/13/2020,event_cancel,NA,NA,NA,N,"postponing elections in Louisiana, including the Louisiana Presidential Primary.",https://www.ncsl.org/research/elections-and-campaigns/state-action-on-covid-19-and-elections.aspx,3/14/2020,cancel one event,,,,
USA,Louisiana,LA,all,all,3/23/2020,home_isolation,NA,NA,NA,N,"required to stay at home or place of residence. if outdoors, must remain 6 ft apart from any person",https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,3/25/2020,mandatory shelter in place,,,,
USA,Louisiana,LA,all,all,3/13/2020,no_gathering,NA,NA,250,N,The Governor signed a proclamation that immediately halts any gathering of more than 250 people until April 13 and closes all K-12 public schools statewide effective March 16 until April 13.,https://gov.louisiana.gov/index.cfm/newsroom/detail/2403,3/17/2020,no_gathering_250_499,,,,
USA,Louisiana,LA,all,all,3/17/2020,no_gathering,NA,NA,50,N,including further limiting the size of gatherings to fewer than 50,https://gov.louisiana.gov/index.cfm/newsroom/detail/2411,3/25/2020,no_gathering_5_49,,,,
USA,Louisiana,LA,all,all,3/22/2020,no_gathering,NA,NA,10,N,no gathering of individuals of more than 10 people,https://gov.louisiana.gov/assets/Proclamations/2020/JBE-33-2020.pdf,3/25/2020,no_gathering_5_49,,,,
USA,Louisiana,LA,all,all,3/16/2020,school_closure,NA,NA,NA,N,schools statewide were closed,https://editproj.sharepoint.com/:x:/r/_layouts/15/Doc.aspx?sourcedoc=%7B1F18D008-F204-4812-A40E-27B0D142F5FC%7D&file=Coronavirus-state-district-closures-3.25.2020-v1.xlsx&action=default&mobileredirect=true,4/7/2020,school closure ,,,,
USA,Maine,ME,all,all,3/18/2020,business_closure,NA,NA,NA,N,"The Governor issued an executive order that closed restaurant dining rooms, bars.",https://www.maine.gov/governor/mills/news/governor-mills-takes-further-steps-respond-covid-19-protect-health-and-safety-maine-people,3/26/2020,food/drink closure,,,,
USA,Maine,ME,all,all,3/24/2020,business_closure,NA,NA,NA,N,The Governor issued an executive order that mandated all non-essential businesses and operations in Maine close their physical locations that are public facing.,https://www.nga.org/coronavirus/#states,3/25/2020,all non-essentials,,,,
USA,Maine,ME,all,all,3/12/2020,emergency_declaration,NA,NA,NA,NA,Governor Janet Mills signed a proclamation of civil emergency.,https://www.maine.gov/governor/mills/news/governor-announces-significant-recommendations-signs-civil-emergency-proclamation-respond,3/17/2020,emergency declaration,,,,
USA,Maine,ME,all,all,3/31/2020,home_isolation,NA,NA,NA,N, a stay-at-home order for the state that will continue to April 30th.,https://www.maine.gov/governor/mills/news/governor-mills-issues-stay-healthy-home-mandate-2020-03-31,4/7/2020,mandatory shelter in place,,,,
USA,Maine,ME,all,all,3/12/2020,no_gathering,NA,NA,250,Y,Governor Janet Mills recommended in a press conference that gatherings with more than 250 people be postponed. The Governor also announced that she is suspending all non-essential travel by state employees.,https://wgme.com/news/coronavirus/gov-mills-advises-postponing-gatherings-presumptive-positive-coronavirus-case,3/17/2020,no_gathering_250_499,,,,
USA,Maine,ME,all,all,3/18/2020,no_gathering,NA,NA,10,N,no gathering of individuals of more than 10 people,https://www.maine.gov/governor/mills/news/governor-mills-takes-further-steps-respond-covid-19-protect-health-and-safety-maine-people,3/25/2020,no_gathering_5_49,,,,
USA,Maine,ME,all,all,3/24/2020,social_distance,NA,NA,NA,N,"large essential businesses to limit in-store customers, enhance curbside pick-up and delivery services, and implement physical distancing measures to protect customer and employee health",https://www.maine.gov/governor/mills/news/governor-mills-orders-further-steps-protect-public-health-2020-03-24,3/30/2020,requires social distancing standards anywhere outside home,,,,
USA,Maine,ME,all,all,4/8/2020,social_distance,NA,NA,NA,N,an executive order allowing remote notarizations.,https://www.maine.gov/governor/mills/news/governor-mills-signs-executive-order-allowing-remote-notarizations-2020-04-08,4/9/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Maine,ME,all,all,3/18/2020,travel_ban_local,all,all,NA,N,"no non-essential, out-of-state travel for all State employees",https://www.maine.gov/governor/mills/news/governor-mills-takes-further-steps-respond-covid-19-protect-health-and-safety-maine-people,3/25/2020,travel ban for govt. employees,,,,
USA,Maine,ME,all,all,4/3/2020,travel_ban_local,all,all,NA,N,"an executive order mandating that travelers arriving in Maine, regardless of their state of residency, self-quarantine for 14 days.",https://www.maine.gov/governor/mills/news/governor-mills-issues-executive-order-mandating-quarantine-restrictions-travelers-arriving,4/7/2020,inbound quarantine,,,,
USA,Maryland,MD,all,all,3/16/2020,business_closure,NA,NA,NA,N,"The Governor issued an emergency order closing all casinos, racetracks, and betting facilities. To support these businesses, the Maryland Department of Commerce and Labor compiled resources for employer and worker assistance, financial assistance, and licensing and permitting to help support the industry. The Governor ordered the closure of bars and restaurants",https://governor.maryland.gov/2020/03/15/governor-hogan-issues-emergency-order-to-close-all-maryland-casinos-racetracks-and-simulcast-betting-facilities-to-prevent-the-spread-of-covid-19/,3/26/2020,recreation,food/drink closure,,,
USA,Maryland,MD,all,all,3/23/2020,business_closure,NA,NA,NA,N,"all businesses closed, except essential businesses",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Maryland,MD,all,all,4/7/2020,business_closure,NA,NA,NA,N,"a new executive order empowering local health departments to take action against any businesses, establishments, and construction sites they deem unsafe.",https://governor.maryland.gov/2020/04/07/governor-hogan-activates-statewide-strike-teams-for-nursing-homes-enacts-order-to-shut-down-unsafe-facilities/,4/7/2020,N/A: enforcement,,,,
USA,Maryland,MD,all,all,4/28/2020,event_cancel,NA,NA,NA,N,"election postponement: to postpone April 28 primary elections until June 2, while moving forward with the 7th congressional general election by implementing a vote-by-mail system.",https://governor.maryland.gov/2020/03/17/governor-hogan-issues-proclamation-to-postpone-april-28-primary-implement-vote-by-mail-system-to-fill-7th-congressional-district-seat/,3/26/2020,cancel one event,,,,
USA,Maryland,MD,all,all,3/30/2020,home_isolation,NA,NA,NA,N,a Stay at Home order and announced the opening of four new testing sites.,https://governor.maryland.gov/2020/03/30/as-covid-19-crisis-escalates-in-capital-region-governor-hogan-issues-stay-at-home-order-effective-tonight/,4/7/2020,mandatory shelter in place,,,,
USA,Maryland,MD,all,all,3/16/2020,no_gathering,NA,NA,50,N,banned mass gatherings of over 50 people.,https://governor.maryland.gov/2020/03/15/governor-hogan-issues-emergency-order-to-close-all-maryland-casinos-racetracks-and-simulcast-betting-facilities-to-prevent-the-spread-of-covid-19/,3/26/2020,no_gathering_50_99,,,,
USA,Maryland,MD,all,all,3/23/2020,no_gathering,NA,NA,10,N,no gathering of individuals of more than 10 people,https://governor.maryland.gov/wp-content/uploads/2020/03/Gatherings-THIRD-AMENDED-3.23.20.pdf,3/25/2020,no_gathering_5_49,,,,
USA,Maryland,MD,all,all,3/16/2020,school_closure,NA,NA,NA,N,Closing all public schools from March 16 through March 27.,https://www.youtube.com/watch?v=zgvsiCjo_-M,3/26/2020,school closure ,,,,
USA,Maryland,MD,all,all,3/11/2020,social_distance,NA,NA,NA,N,"For long-term care communities, access is restricted to essential visits only; staff are prohibited from international travel; and it is recommended that facilities screen all individuals entering the facilities.",https://www.youtube.com/watch?v=GAnBmnSTzYA&feature=youtu.be,3/17/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Maryland,MD,Baltimore,all,3/14/2020,social_distance,NA,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/2020,Closes public facilities,,,,
USA,Maryland,MD,Anne Arundel,all,3/14/2020,social_distance,NA,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/2020,Closes public facilities,,,,
USA,Maryland,MD,Howard,all,3/14/2020,social_distance,NA,NA,NA,N,all libraries closed,https://www.usatoday.com/story/news/health/2020/03/13/coronavirus-updates-us-testing-death-toll-stocks-school-closures/5032550002/,3/15/2020,Closes public facilities,,,,
USA,Maryland,MD,all,all,4/5/2020,social_distance,NA,NA,NA,N,"new directives that requires nursing facilities to direct all staff who interact with residents to wear personal protective equipment, create separate observation and isolation areas for residents, and expedite all testing through the Maryland State Public Health Laboratory.",https://governor.maryland.gov/2020/04/05/governor-hogan-takes-aggressive-action-to-protect-nursing-home-residents-and-staff-amid-covid-19-outbreaks/,4/7/2020,requires social distancing standards anywhere outside home,,,,
USA,Maryland,MD,all,all,3/19/2020,transit_suspension,NA,NA,NA,N,"The Governor announced that no one should use public transportation except emergency personnel, front-line health-care workers, or those whose jobs are essential to the supply chain.",https://businessexpress.maryland.gov/coronavirus,3/26/2020,opt limit transit use,,,,
USA,Maryland,MD,all,all,3/20/2020,travel_ban_local,NA,NA,NA,N,that all returning spring break travelers quarantine for the next 14 days and avoid people over the age of 60.,https://governor.maryland.gov/2020/03/20/governor-hogan-provides-updates-on-coronavirus-cases-and-statewide-response/,3/26/2020,inbound quarantine,,,,
USA,Maryland,MD,all,all,3/12/2020,work_from_home,NA,NA,NA,N,All state government is raised to “elevated level two” and all non-essential state employees who are approved for telework will be required to do so.,https://www.youtube.com/watch?v=zgvsiCjo_-M,3/26/2020,govt employees work from home,,,,
USA,Massachusetts,MA,all,all,3/15/2020,business_closure,NA,NA,NA,N,mandatory shut down of restaurants and bars. Visitors are prohibited from entering long-term care facilities and nursing homes.,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,3/14/2020,food/drink closure,,,,
USA,Massachusetts,MA,all,all,3/23/2020,business_closure,NA,NA,NA,N,"all businesses closed, except essential businesses. emergency order requiring all businesses and organization who are not proving “COVID-19 Essential Services” to close their physical workplaces and facilities.",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Massachusetts,MA,all,all,3/31/2020,business_closure,NA,NA,NA,N,updates to the list of businesses deemed to provide “COVID-19 Essential Services” and extended the non-essential business emergency order to May 4.,https://www.mass.gov/news/baker-polito-administration-extends-non-essential-business-closures-and-executive-branch,4/7/2020,N/A: amendment,,,,
USA,Massachusetts,MA,all,all,3/10/2020,emergency_declaration,NA,NA,NA,NA,state of emergency,https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/2020,emergency declaration,,,,
USA,Massachusetts,MA,all,all,3/24/2020,home_isolation,NA,NA,NA,Y,"Gov. Charlie Baker stopped short of declaring a formal order, but announced an advisory for residents to stay home. “I do not believe I can or should order U.S. citizens to be confined to their home for days on end,” he said. “It doesn’t make sense from a public health point of view, and it’s not realistic.”",https://www.nytimes.com/interactive/2020/us/coronavirus-stay-at-home-order.html,4/7/2020,opt shelter in place,,,,
USA,Massachusetts,MA,all,all,3/13/2020,no_gathering,NA,NA,250,N,"Cancel large gatherings (e.g., >250 people), and smaller gatherings that may bring persons together from multiple parts of the country.",https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/2020,no_gathering_250_499,,,,
USA,Massachusetts,MA,all,all,3/15/2020,no_gathering,NA,NA,25,N,Gatherings of more than 25 people are prohibited.,https://www.mass.gov/news/baker-polito-administration-announces-emergency-actions-to-address-covid-19,3/14/2020,no_gathering_5_49,,,,
USA,Massachusetts,MA,all,all,3/23/2020,no_gathering,NA,NA,10,N,the Governor also stated that he is limiting mass gathering to 10 people or less. The order does not however prohibit gatherings of more than 10 people in an outdoor space.,https://www.mass.gov/news/governor-charlie-baker-orders-all-non-essential-businesses-to-cease-in-person-operation,3/26/2020,no_gathering_5_49,,,,
USA,Massachusetts,MA,all,all,3/17/2020,school_closure,NA,NA,NA,N,"new actions across the commonwealth, which include extending the closure of all public and private schools",https://editproj.sharepoint.com/:x:/r/_layouts/15/Doc.aspx?sourcedoc=%7B1F18D008-F204-4812-A40E-27B0D142F5FC%7D&file=Coronavirus-state-district-closures-3.25.2020-v1.xlsx&action=default&mobileredirect=true,3/26/2020,school closure ,,,,
USA,Massachusetts,MA,all,all,3/10/2020,social_distance,NA,NA,NA,N,cancel work-sponsored events,https://www.cdc.gov/coronavirus/2019-ncov/downloads/MA_Community_Mitigation.pdf,3/14/2020,N/A: other,,,,
USA,Massachusetts,MA,all,all,3/12/2020,social_distance,NA,NA,NA,N,restriction of visitation at Assisted Living Residences.,https://www.mass.gov/news/massachusetts-issues-guidelines-to-assisted-living-facilities-community-based-providers-and,3/14/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Massachusetts,MA,all,all,4/2/2020,social_distance,NA,NA,NA,N,an emergency order requiring all coastal beach reservation parking areas managed by the Department of Conservation and Recreation to close.,https://www.mass.gov/news/baker-polito-administration-announces-additional-steps-to-encourage-social-distancing-at-state,4/7/2020,closes outdoor facilities,,,,
USA,Massachusetts,MA,all,all,3/11/2020,travel_ban_local,no school trips,no school trips,NA,N,cancel school trips,https://www.mass.gov/info-details/covid-19-guidance-and-recommendations#for-elementary-and-secondary-schools-,3/14/2020,cancel school trips,,,,
USA,Massachusetts,MA,all,all,3/27/2020,travel_ban_local,all,all,NA,N,Travelers arriving to Massachusetts are instructed to self-quarantine for 14 days.,https://www.mass.gov/news/baker-polito-administration-announces-travel-guidelines-and-new-health-care-resources-to,4/7/2020,inbound quarantine,,,,
USA,Michigan,MI,all,all,3/16/2020,business_closure,NA,NA,NA,N,"The Governor signed Executive Order 2020-9, temporarily closing bars, casinos, theatres, and limiting restaurants to only serve carry-out and delivery orders.","https://www.michigan.gov/coronavirus/0,9753,7-406-98158-521763--,00.html",3/17/2020,recreation,food/drink closure,,,
USA,Michigan,MI,all,all,3/21/2020,business_closure,NA,NA,NA,N,"Executive Order 2020-20, which makes clear that all facilities that provide non-essential personal care services must temporarily close.","https://www.michigan.gov/whitmer/0,9309,7-387-90499-522577--,00.html",3/25/2020,all non-essentials,,,,
USA,Michigan,MI,all,all,3/23/2020,business_closure,NA,NA,NA,N,"Executive Order 2020-21, directing all Michigan businesses and operations to temporarily suspend in-person operations that are not necessary to sustain or protect life.",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,all non-essentials,,,,
USA,Michigan,MI,all,all,3/10/2020,emergency_declaration,NA,NA,NA,N,Governor Whitmer declared a state of emergency,"https://www.michigan.gov/coronavirus/0,9753,7-406-98163-521341--,00.html",3/17/2020,emergency declaration,,,,
USA,Michigan,MI,all,all,3/24/2020,home_isolation,NA,NA,NA,N,it is reasonable and necessary to direct residents to remain at home or in their place of residence to the maximum extent feasible.,"https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-522626--,00.html",3/25/2020,mandatory shelter in place,,,,
